Serial_ID,Question,Lesson,Grade,Difficulty,A,B,C,D,Correct Answer
1860,"في الجملة ""أثنت الأستاذة على الطالبات وأولياتهن""، كلمة (أولياتهن):",الملحق بجمع المؤنث السالم,8,صعب,جمع تكسير,ملحقة بجمع المؤنث السالم,اسم مفرد,جمع مؤنث سالم,ب
1861,"كلمة (هبات) في الجملة ""تلقيت هباتٍ كثيرةً"" تعرب بـ:",الملحق بجمع المؤنث السالم,7,صعب,الكسرة في حالة الجر,الكسرة في حالة النصب,الفتحة في حالة النصب,الضمة في حالة الرفع,ب
1862,"ما نوع الخبر في الجملة ""كانت الطالبات أولات تفوق؟""",الملحق بجمع المؤنث السالم,9,صعب,جملة فعلية,شبه جملة,جملة اسمية,مفرد,د
1863,"حدد الصيغة الصحيحة لإعراب كلمة (إشارات) في الجملة ""تلك إشاراتٌ مهمة"".",الملحق بجمع المؤنث السالم,9,متوسط,مرفوعة بالكسرة,مرفوعة بالألف,مرفوعة بالفتحة,مرفوعة بالضمة,د
1864,كيف تُعامل كلمة (أولات) في الإعراب؟,الملحق بجمع المؤنث السالم,9,صعب,تُعرب كجمع مذكر سالم,تُعرب بالحركات الأصلية,تُعرب كجمع مؤنث سالم,تعامل كجمع تكسير,ج
1865,"ما سبب نصب كلمة (أرشادات) بالكسرة في الجملة ""وضعت إرشادات واضحة""؟",الملحق بجمع المؤنث السالم,9,صعب,لأنها مفردة مؤنثة,لأنها ملحقة بجمع المؤنث السالم,لأنها غير منصوبة,لأنها تعامل كجمع تكسير,ب
1866,"في الجملة ""رأيت آياتٍ جميلة""، ما علامة إعراب كلمة (آيات)؟",الملحق بجمع المؤنث السالم,9,متوسط,الفتحة,الضمة,الكسرة,الألف,ج
1867,أيٌّ من الكلمات التالية تعتبر ملحقًا بجمع المؤنث السالم؟,الملحق بجمع المؤنث السالم,9,صعب,آباء,يعقوبات,أمهات,أذرعات,د
1868,"كيف تُعرب كلمة ""عطيَّات"" في الجملة: ""كرَّمت المعلِّمة عطيَّات""؟",الملحق بجمع المؤنث السالم,7,سهل,منصوبة بالكسرة,مجرورة بالكسرة,مرفوعة بالضمة,منصوبة بالفتحة,أ
1869,"ما الإعراب الصحيح لكلمة ""أبيات"" في الجملة: ""حفظتُ عشرة أبياتٍ من الشعر""؟",الملحق بجمع المؤنث السالم,9,متوسط,منصوبة بالفتحة,مجرورة بالكسرة,مجرورة بالفتحة,مرفوعة بالضمة,ب
1870,"في الجملة: ""نظرتُ إلى أذرعاتِ الأرض""، كيف تُعرب كلمة ""أذرعات""؟",الملحق بجمع المؤنث السالم,9,متوسط,مجرورة بالفتحة,منصوبة بالكسرة,مرفوعة بالضمة,منصوبة بالفتحة,أ
1871,"ما الفرق بين كلمة ""آيات"" وكلمة ""عطيَّات"" من ناحية الإعراب؟",الملحق بجمع المؤنث السالم,9,سهل,كلاهما ملحق بجمع المؤنث ويُعرب بالعلامات الأصلية,"كلمة ""عطيَّات"" جمع مؤنث سالم، وكلمة ""آيات"" ملحق بجمع المؤنث","كلمة ""آيات"" جمع مؤنث سالم، وكلمة ""عطيَّات"" ملحق بجمع المؤنث",كلاهما جمع مؤنث سالم ويُعرب بالعلامات الفرعية,ج
1872,أيٌّ من الكلمات التالية تُعرب إعراب جمع المؤنث السالم؟,الملحق بجمع المؤنث السالم,9,متوسط,أمهات,أبيات,ثلاثات,أذرعات,ب
1873,"في الجملة: ""رأيتُ عطيَّاتٍ كثيرة""، ما هو إعراب ""عطيَّات""؟",الملحق بجمع المؤنث السالم,9,متوسط,مرفوعة بالضمة,منصوبة بالكسرة,منصوبة بالفتحة,مجرورة بالكسرة,ب
1874,"في الجملة: ""سلَّمت على أمهاتِ الطلاب""، كيف تُعرب كلمة ""أمهات""؟",الملحق بجمع المؤنث السالم,9,سهل,مجرورة بالكسرة,منصوبة بالفتحة,مرفوعة بالضمة,مجرورة بالفتحة,أ
1875,ما هو الفرق الأساسي بين جمع المؤنث السالم والملحق به؟,الملحق بجمع المؤنث السالم,9,متوسط,الملحق لا يُعرب بعلامات فرعية، بينما جمع المؤنث يُعرب بها,الملحق بجمع المؤنث السالم لا يصح تحويله إلى مفرد,جمع المؤنث السالم يزيد ألف وتاء، بينما الملحق لا يشترط ذلك,جمع المؤنث السالم يدل على مؤنث صحيح، أما الملحق فيدل على أسماء أعلام,ج
1876,كيف تُميز الملحق بجمع المؤنث السالم عن الجمع السالم الحقيقي؟,الملحق بجمع المؤنث السالم,9,صعب,الملحق لا يُعرب بالعلامات الفرعية، بينما الجمع الحقيقي يُعرب بها,الملحق يُستخدم بكثرة في الشعر فقط,الجمع يُنهي بألف وتاء، بينما الملحق لا يُنهي بذلك دائمًا,الملحق لا يدل على مؤنث تمامًا، بل على أسماء خاصة,ج
1877,جاءت (أذرعات) مكرّمة للضيف. ما نوع كلمة (أذرعات)؟,الملحق بجمع المؤنث السالم,10,سهل,جمع مؤنث سالم,جمع تكسير,ملحق بجمع المؤنث السالم,اسم مفرد,ج
1878,في الجملة (أكرمت المعلمة أولات العلم)، ما إعراب كلمة (أولات)؟,الملحق بجمع المؤنث السالم,9,متوسط,فاعل مرفوع وعلامة رفعه الألف,مفعول به منصوب وعلامة نصبه الكسرة,خبر مرفوع وعلامة رفعه الضمة,مفعول به منصوب وعلامة نصبه الفتحة,ب
1879,ما الإعراب الصحيح في الجملة (زرت أذرعاتَ في العطلة)؟,الملحق بجمع المؤنث السالم,9,سهل,أذرعات: اسم مجرور بعلامة فرعية,أذرعات: اسم منصوب بعلامة فرعية,أذرعات: اسم مجرور بالكسرة,أذرعات: اسم منصوب بالكسرة,د
1880,ما علامة الجر لكلمة (أولات) في الجملة (استفدنا من أولات الخبرة)؟,الملحق بجمع المؤنث السالم,10,سهل,الكسرة,الفتحة,الياء,الألف,أ
1881,ما الجملة التي تحتوي على ملحق بجمع المؤنث السالم؟,الملحق بجمع المؤنث السالم,8,سهل,أعاد التحقيقات الرسمية,قدّرت أولات العزم,أكرمنا الطالبات المجتهدات,الفتاتان أذنبتا,ب
1882,حدد الكلمة الملحقة بجمع المؤنث السالم في الجملة (زينات الأخلاق فاضلة):,الملحق بجمع المؤنث السالم,10,صعب,الأخلاق,لا يوجد,زينات,فاضلة,ج
1883,ما الإعراب الصحيح لكلمة (عطيّات) في الجملة (كافأت المُعلمة عطيات كثيرة)؟,الملحق بجمع المؤنث السالم,8,صعب,فاعل مرفوع وعلامة رفعه الضمة,نعت منصوب وعلامة نصبه الكسرة,مفعول به منصوب وعلامة نصبه الفتحة,مفعول به منصوب وعلامة نصبه الكسرة,ج
1884,أي من الكلمات التالية ليست من الملحق بجمع المؤنث السالم:,الملحق بجمع المؤنث السالم,10,متوسط,أذرعات,أولات,زينات,فتيات,د
1885,الجملة التي تحتوي على ملحق بجمع المؤنث السالم هي:,الملحق بجمع المؤنث السالم,8,سهل,جاء الأولاد مكرّمين,النعمات في تقدم مستمر,اجتمع الأولون مع الآخِرِين,طالبات العلم متفوقات,ب
1886,لماذا تعرب كلمة (أذرعات) بعلامة الكسرة في حالة النصب؟,الملحق بجمع المؤنث السالم,9,متوسط,لأنها جمع مكسر,لأنها ملحق بجمع المؤنث السالم,لأنها اسم علم,لأنها اسم ممنوع من الصرف,ب
1887,أيُّ الكلمات الآتية تُعتبر ملحقًا بجمع المؤنث السالم؟,الملحق بجمع المؤنث السالم,9,سهل,فتيات,كتب,مدارس,عرفات,د
1888,اختر الجملة الصحيحة من حيث الإعراب فيما يتعلق بـ (بركات):,الملحق بجمع المؤنث السالم,9,صعب,إنَّ بركاتٍ مشهورٌ (منصوبة بالكسرة),إنَّ بركاتُ مشهورٌ (مرفوعة بالضمة),إنَّ بركاتَ مشهورٌ (منصوبة بالفتحة),إنَّ بركاتٍ مشهورٌ (مجرورة بالكسرة),أ
1889,كلمة 'أولات' تُعتبر ملحقًا بجمع المؤنث السالم لأنها:,الملحق بجمع المؤنث السالم,9,سهل,تُعامل معاملة المفرد المؤنث.,مفردها مؤنث سالم يُنتهي بالتاء.,تُستخدم للدلالة على الجمع المؤنث الحقيقي.,لا تنطبق عليها شروط الجمع المؤنث السالم تمامًا.,د
1890,اختر الجمع الذي يُعامل كالملحق بجمع المؤنث السالم:,الملحق بجمع المؤنث السالم,10,متوسط,فتيات,أذرعات,مدارس,كُتب,ب
1891,ما الإعراب الصحيح لكلمة 'عرفات' في الجملة: 'ذهبتُ إلى عرفات'؟,الملحق بجمع المؤنث السالم,8,سهل,مجرورة بالفتحة لأنها ممنوعة من الصرف.,منصوبة بالكسرة لأنها ملحق بجمع المؤنث السالم.,مجرورة بالكسرة لأنها جمع مؤنث سالم.,مرفوعة بالضمة لأنها اسم صحيح.,أ
1892,كلمة 'حسنات' في الجملة: 'إنَّ لحسناتِ الناس أثرًا عظيمًا' تُعتبر:,الملحق بجمع المؤنث السالم,11,متوسط,جمع مؤنث سالم.,ملحق بجمع المؤنث السالم.,مفردًا مؤنثًا يعامل معاملة الجمع.,اسمًا ممنوعًا من الصرف.,ب
